Loading data to memory...
Loading data to memory done!
Loading data to scheduler...
Loading data to scheduler done!
Running scheduler...
pushing USDJPY 2014-06-11 20:25:16.687
pushing USDJPY 2014-06-11 20:25:23.217
pushing USDJPY 2014-06-11 20:25:23.560
pushing USDJPY 2014-06-11 20:25:23.920
pushing USDJPY 2014-06-11 20:25:24.937
pushing USDJPY 2014-06-11 20:25:27.017
pushing USDJPY 2014-06-11 20:25:28.047
pushing USDJPY 2014-06-11 20:25:28.390
pushing USDJPY 2014-06-11 20:25:31.140
pushing USDJPY 2014-06-11 20:25:31.483
pushing USDJPY 2014-06-11 20:25:31.827
pushing USDJPY 2014-06-11 20:25:33.873
pushing USDJPY 2014-06-11 20:25:34.907
pushing USDJPY 2014-06-11 20:25:37.310
pushing USDJPY 2014-06-11 20:25:37.670
pushing USDJPY 2014-06-11 20:25:41.437
pushing USDJPY 2014-06-11 20:25:43.857
pushing USDJPY 2014-06-11 20:25:44.873
pushing USDJPY 2014-06-11 20:25:45.217
pushing USDJPY 2014-06-11 20:25:45.920
pushing USDJPY 2014-06-11 20:25:46.250
pushing USDJPY 2014-06-11 20:25:47.967
pushing USDJPY 2014-06-11 20:25:48.310
pushing USDJPY 2014-06-11 20:25:49.000
pushing USDJPY 2014-06-11 20:25:51.077
pushing USDJPY 2014-06-11 20:25:55.890
pushing USDJPY 2014-06-11 20:25:59.327
pushing USDJPY 2014-06-11 20:25:59.670
pushing USDJPY 2014-06-11 20:26:00.013
pushing USDJPY 2014-06-11 20:26:01.407
pushing USDJPY 2014-06-11 20:26:02.750
pushing USDJPY 2014-06-11 20:26:03.093
pushing USDJPY 2014-06-11 20:26:03.780
pushing USDJPY 2014-06-11 20:26:05.513
pushing USDJPY 2014-06-11 20:26:08.263
pushing USDJPY 2014-06-11 20:26:20.967
pushing USDJPY 2014-06-11 20:26:23.390
pushing USDJPY 2014-06-11 20:26:33.717
pushing USDJPY 2014-06-11 20:26:37.140
pushing USDJPY 2014-06-11 20:26:37.810
pushing USDJPY 2014-06-11 20:26:39.203
pushing USDJPY 2014-06-11 20:26:45.390
pushing USDJPY 2014-06-11 20:26:47.093
pushing USDJPY 2014-06-11 20:26:47.437
pushing USDJPY 2014-06-11 20:26:47.780
pushing USDJPY 2014-06-11 20:26:48.123
pushing USDJPY 2014-06-11 20:26:50.530
pushing USDJPY 2014-06-11 20:26:50.873
pushing USDJPY 2014-06-11 20:27:01.890
pushing USDJPY 2014-06-11 20:27:04.297
pushing USDJPY 2014-06-11 20:27:04.623
pushing USDJPY 2014-06-11 20:27:05.327
pushing USDJPY 2014-06-11 20:27:07.373
pushing USDJPY 2014-06-11 20:27:08.407
pushing USDJPY 2014-06-11 20:27:09.093
pushing USDJPY 2014-06-11 20:27:12.890
pushing USDJPY 2014-06-11 20:27:33.843
pushing USDJPY 2014-06-11 20:27:34.310
pushing USDJPY 2014-06-11 20:27:37.280
pushing USDJPY 2014-06-11 20:27:52.403
pushing USDJPY 2014-06-11 20:27:54.483
pushing USDJPY 2014-06-11 20:27:54.827
pushing USDJPY 2014-06-11 20:27:58.950
pushing USDJPY 2014-06-11 20:27:59.280
pushing USDJPY 2014-06-11 20:28:01.013
pushing USDJPY 2014-06-11 20:28:01.343
pushing USDJPY 2014-06-11 20:28:01.687
pushing USDJPY 2014-06-11 20:28:02.030
pushing USDJPY 2014-06-11 20:28:02.390
pushing USDJPY 2014-06-11 20:28:15.093
pushing USDJPY 2014-06-11 20:28:15.450
pushing USDJPY 2014-06-11 20:28:16.827
pushing USDJPY 2014-06-11 20:28:17.170
pushing USDJPY 2014-06-11 20:28:17.497
pushing USDJPY 2014-06-11 20:28:18.200
pushing USDJPY 2014-06-11 20:28:20.263
pushing USDJPY 2014-06-11 20:28:22.327
pushing USDJPY 2014-06-11 20:28:24.030
pushing USDJPY 2014-06-11 20:28:24.373
pushing USDJPY 2014-06-11 20:28:24.733
pushing USDJPY 2014-06-11 20:28:25.060
pushing USDJPY 2014-06-11 20:28:26.780
pushing USDJPY 2014-06-11 20:28:28.843
pushing USDJPY 2014-06-11 20:28:32.983
pushing USDJPY 2014-06-11 20:28:34.343
pushing USDJPY 2014-06-11 20:28:34.700
pushing USDJPY 2014-06-11 20:28:35.030
pushing USDJPY 2014-06-11 20:28:35.387
pushing USDJPY 2014-06-11 20:28:37.107
pushing USDJPY 2014-06-11 20:28:38.483
pushing USDJPY 2014-06-11 20:28:38.810
pushing USDJPY 2014-06-11 20:28:39.513
pushing USDJPY 2014-06-11 20:28:42.590
pushing USDJPY 2014-06-11 20:28:43.637
pushing USDJPY 2014-06-11 20:28:48.450
pushing USDJPY 2014-06-11 20:28:50.857
pushing USDJPY 2014-06-11 20:28:52.920
pushing USDJPY 2014-06-11 20:28:53.607
pushing USDJPY 2014-06-11 20:28:54.297
pushing USDJPY 2014-06-11 20:28:55.327
pushing USDJPY 2014-06-11 20:29:00.483
pushing USDJPY 2014-06-11 20:29:06.670
pushing USDJPY 2014-06-11 20:29:07.013
pushing USDJPY 2014-06-11 20:29:12.170
pushing USDJPY 2014-06-11 20:29:13.187
pushing USDJPY 2014-06-11 20:29:13.543
pushing USDJPY 2014-06-11 20:29:14.920
pushing USDJPY 2014-06-11 20:29:15.937
pushing USDJPY 2014-06-11 20:29:18.700
pushing USDJPY 2014-06-11 20:29:19.043
pushing USDJPY 2014-06-11 20:29:19.293
pushing USDJPY 2014-06-11 20:29:19.733
pushing USDJPY 2014-06-11 20:29:20.077
pushing USDJPY 2014-06-11 20:29:22.467
pushing USDJPY 2014-06-11 20:29:23.170
pushing USDJPY 2014-06-11 20:29:26.950
pushing USDJPY 2014-06-11 20:29:28.670
pushing USDJPY 2014-06-11 20:29:34.840
pushing USDJPY 2014-06-11 20:29:37.247
pushing USDJPY 2014-06-11 20:29:37.590
pushing USDJPY 2014-06-11 20:29:39.670
pushing USDJPY 2014-06-11 20:29:40.013
pushing USDJPY 2014-06-11 20:29:41.043
pushing USDJPY 2014-06-11 20:29:41.387
pushing USDJPY 2014-06-11 20:29:41.733
pushing USDJPY 2014-06-11 20:29:42.077
pushing USDJPY 2014-06-11 20:29:44.810
pushing USDJPY 2014-06-11 20:29:54.090
pushing USDJPY 2014-06-11 20:29:54.310
pushing USDJPY 2014-06-11 20:29:54.437
pushing USDJPY 2014-06-11 20:29:57.543
pushing USDJPY 2014-06-11 20:29:57.887
pushing USDJPY 2014-06-11 20:29:58.577
pushing USDJPY 2014-06-11 20:29:59.937
pushing USDJPY 2014-06-11 20:30:00.293
pushing USDJPY 2014-06-11 20:30:00.967
pushing USDJPY 2014-06-11 20:30:04.420
pushing USDJPY 2014-06-11 20:30:04.763
pushing USDJPY 2014-06-11 20:30:05.793
pushing USDJPY 2014-06-11 20:30:06.827
pushing USDJPY 2014-06-11 20:30:07.170
pushing USDJPY 2014-06-11 20:30:10.263
pushing USDJPY 2014-06-11 20:30:10.607
pushing USDJPY 2014-06-11 20:30:10.950
pushing USDJPY 2014-06-11 20:30:11.293
pushing USDJPY 2014-06-11 20:30:12.997
pushing USDJPY 2014-06-11 20:30:13.340
pushing USDJPY 2014-06-11 20:30:13.687
pushing USDJPY 2014-06-11 20:30:15.763
pushing USDJPY 2014-06-11 20:30:17.480
pushing USDJPY 2014-06-11 20:30:17.827
pushing USDJPY 2014-06-11 20:30:18.497
pushing USDJPY 2014-06-11 20:30:18.857
pushing USDJPY 2014-06-11 20:30:19.217
pushing USDJPY 2014-06-11 20:30:19.527
pushing USDJPY 2014-06-11 20:30:20.217
pushing USDJPY 2014-06-11 20:30:20.560
pushing USDJPY 2014-06-11 20:30:20.920
pushing USDJPY 2014-06-11 20:30:21.937
pushing USDJPY 2014-06-11 20:30:24.013
pushing USDJPY 2014-06-11 20:30:26.403
pushing USDJPY 2014-06-11 20:30:26.747
pushing USDJPY 2014-06-11 20:30:28.137
pushing USDJPY 2014-06-11 20:30:28.467
pushing USDJPY 2014-06-11 20:30:29.857
pushing USDJPY 2014-06-11 20:30:30.200
pushing USDJPY 2014-06-11 20:30:30.543
pushing USDJPY 2014-06-11 20:30:32.277
pushing USDJPY 2014-06-11 20:30:32.607
pushing USDJPY 2014-06-11 20:30:32.950
pushing USDJPY 2014-06-11 20:30:33.293
pushing USDJPY 2014-06-11 20:30:33.623
pushing USDJPY 2014-06-11 20:30:34.327
pushing USDJPY 2014-06-11 20:30:34.653
pushing USDJPY 2014-06-11 20:30:35.013
pushing USDJPY 2014-06-11 20:30:35.340
pushing USDJPY 2014-06-11 20:30:36.027
pushing USDJPY 2014-06-11 20:30:36.373
pushing USDJPY 2014-06-11 20:30:36.730
pushing USDJPY 2014-06-11 20:30:37.077
pushing USDJPY 2014-06-11 20:30:37.420
pushing USDJPY 2014-06-11 20:30:37.763
pushing USDJPY 2014-06-11 20:30:38.107
pushing USDJPY 2014-06-11 20:30:38.433
pushing USDJPY 2014-06-11 20:30:39.123
pushing USDJPY 2014-06-11 20:30:39.827
pushing USDJPY 2014-06-11 20:30:40.153
pushing USDJPY 2014-06-11 20:30:40.513
pushing USDJPY 2014-06-11 20:30:40.840
pushing USDJPY 2014-06-11 20:30:41.200
pushing USDJPY 2014-06-11 20:30:41.543
pushing USDJPY 2014-06-11 20:30:41.887
pushing USDJPY 2014-06-11 20:30:42.217
pushing USDJPY 2014-06-11 20:30:42.577
pushing USDJPY 2014-06-11 20:30:43.263
pushing USDJPY 2014-06-11 20:30:46.373
pushing USDJPY 2014-06-11 20:30:47.027
pushing USDJPY 2014-06-11 20:30:47.730
pushing USDJPY 2014-06-11 20:30:48.763
pushing USDJPY 2014-06-11 20:30:50.137
pushing USDJPY 2014-06-11 20:30:50.497
pushing USDJPY 2014-06-11 20:30:54.607
pushing USDJPY 2014-06-11 20:30:55.293
pushing USDJPY 2014-06-11 20:30:55.637
pushing USDJPY 2014-06-11 20:30:55.967
pushing USDJPY 2014-06-11 20:30:56.327
pushing USDJPY 2014-06-11 20:30:58.043
pushing USDJPY 2014-06-11 20:31:00.107
pushing USDJPY 2014-06-11 20:31:00.433
pushing USDJPY 2014-06-11 20:31:00.793
pushing USDJPY 2014-06-11 20:31:01.137
pushing USDJPY 2014-06-11 20:31:01.810
pushing USDJPY 2014-06-11 20:31:04.230
pushing USDJPY 2014-06-11 20:31:06.623
pushing USDJPY 2014-06-11 20:31:06.980
pushing USDJPY 2014-06-11 20:31:07.327
pushing USDJPY 2014-06-11 20:31:07.670
pushing USDJPY 2014-06-11 20:31:09.043
pushing USDJPY 2014-06-11 20:31:10.090
pushing USDJPY 2014-06-11 20:31:11.107
pushing USDJPY 2014-06-11 20:31:14.183
pushing USDJPY 2014-06-11 20:31:14.887
pushing USDJPY 2014-06-11 20:31:23.467
pushing USDJPY 2014-06-11 20:31:23.827
pushing USDJPY 2014-06-11 20:31:24.170
pushing USDJPY 2014-06-11 20:31:24.513
pushing USDJPY 2014-06-11 20:31:26.903
pushing USDJPY 2014-06-11 20:31:27.247
pushing USDJPY 2014-06-11 20:31:30.027
pushing USDJPY 2014-06-11 20:31:30.340
pushing USDJPY 2014-06-11 20:31:30.683
pushing USDJPY 2014-06-11 20:31:31.027
pushing USDJPY 2014-06-11 20:31:32.060
pushing USDJPY 2014-06-11 20:31:34.137
pushing USDJPY 2014-06-11 20:31:36.200
pushing USDJPY 2014-06-11 20:31:36.887
pushing USDJPY 2014-06-11 20:31:37.577
pushing USDJPY 2014-06-11 20:31:37.917
pushing USDJPY 2014-06-11 20:31:38.590
pushing USDJPY 2014-06-11 20:31:39.967
pushing USDJPY 2014-06-11 20:31:41.700
pushing USDJPY 2014-06-11 20:31:42.043
pushing USDJPY 2014-06-11 20:31:45.137
pushing USDJPY 2014-06-11 20:31:46.497
pushing USDJPY 2014-06-11 20:31:46.857
pushing USDJPY 2014-06-11 20:31:48.230
pushing USDJPY 2014-06-11 20:31:48.903
pushing USDJPY 2014-06-11 20:31:49.263
pushing USDJPY 2014-06-11 20:31:50.980
pushing USDJPY 2014-06-11 20:31:51.667
pushing USDJPY 2014-06-11 20:31:55.450
pushing USDJPY 2014-06-11 20:32:02.667
pushing USDJPY 2014-06-11 20:32:02.997
pushing USDJPY 2014-06-11 20:32:04.027
pushing USDJPY 2014-06-11 20:32:04.370
pushing USDJPY 2014-06-11 20:32:04.730
pushing USDJPY 2014-06-11 20:32:07.827
pushing USDJPY 2014-06-11 20:32:08.513
pushing USDJPY 2014-06-11 20:32:09.200
pushing USDJPY 2014-06-11 20:32:10.247
pushing USDJPY 2014-06-11 20:32:10.590
pushing USDJPY 2014-06-11 20:32:10.917
pushing USDJPY 2014-06-11 20:32:14.357
pushing USDJPY 2014-06-11 20:32:15.717
pushing USDJPY 2014-06-11 20:32:16.073
pushing USDJPY 2014-06-11 20:32:16.403
pushing USDJPY 2014-06-11 20:32:19.857
pushing USDJPY 2014-06-11 20:32:20.200
pushing USDJPY 2014-06-11 20:32:23.277
pushing USDJPY 2014-06-11 20:32:28.433
pushing USDJPY 2014-06-11 20:32:30.857
pushing USDJPY 2014-06-11 20:32:32.573
pushing USDJPY 2014-06-11 20:32:34.980
pushing USDJPY 2014-06-11 20:32:35.323
pushing USDJPY 2014-06-11 20:32:35.667
pushing USDJPY 2014-06-11 20:32:37.060
pushing USDJPY 2014-06-11 20:32:38.073
pushing USDJPY 2014-06-11 20:32:38.417
pushing USDJPY 2014-06-11 20:32:40.137
pushing USDJPY 2014-06-11 20:32:41.167
pushing USDJPY 2014-06-11 20:32:43.917
pushing USDJPY 2014-06-11 20:32:44.263
pushing USDJPY 2014-06-11 20:32:47.013
pushing USDJPY 2014-06-11 20:32:47.340
pushing USDJPY 2014-06-11 20:32:47.700
pushing USDJPY 2014-06-11 20:32:48.730
pushing USDJPY 2014-06-11 20:32:49.763
pushing USDJPY 2014-06-11 20:32:52.840
pushing USDJPY 2014-06-11 20:32:58.340
pushing USDJPY 2014-06-11 20:33:03.513
pushing USDJPY 2014-06-11 20:33:04.870
pushing USDJPY 2014-06-11 20:33:08.667
pushing USDJPY 2014-06-11 20:33:13.467
pushing USDJPY 2014-06-11 20:33:14.857
pushing USDJPY 2014-06-11 20:33:16.917
pushing USDJPY 2014-06-11 20:33:18.293
pushing USDJPY 2014-06-11 20:33:27.917
pushing USDJPY 2014-06-11 20:33:28.263
pushing USDJPY 2014-06-11 20:33:28.607
pushing USDJPY 2014-06-11 20:33:28.933
pushing USDJPY 2014-06-11 20:33:29.293
pushing USDJPY 2014-06-11 20:33:29.620
pushing USDJPY 2014-06-11 20:33:31.370
pushing USDJPY 2014-06-11 20:33:31.683
pushing USDJPY 2014-06-11 20:33:33.403
pushing USDJPY 2014-06-11 20:33:35.120
pushing USDJPY 2014-06-11 20:33:36.840
pushing USDJPY 2014-06-11 20:33:38.917
pushing USDJPY 2014-06-11 20:33:39.607
pushing USDJPY 2014-06-11 20:33:39.950
pushing USDJPY 2014-06-11 20:33:40.307
pushing USDJPY 2014-06-11 20:33:41.667
pushing USDJPY 2014-06-11 20:33:41.997
pushing USDJPY 2014-06-11 20:33:42.357
pushing USDJPY 2014-06-11 20:33:43.043
pushing USDJPY 2014-06-11 20:33:43.387
pushing USDJPY 2014-06-11 20:33:43.730
pushing USDJPY 2014-06-11 20:33:44.073
pushing USDJPY 2014-06-11 20:33:44.760
pushing USDJPY 2014-06-11 20:33:45.450
pushing USDJPY 2014-06-11 20:33:45.807
pushing USDJPY 2014-06-11 20:33:46.137
pushing USDJPY 2014-06-11 20:33:46.840
pushing USDJPY 2014-06-11 20:33:47.153
pushing USDJPY 2014-06-11 20:33:47.497
pushing USDJPY 2014-06-11 20:33:47.857
pushing USDJPY 2014-06-11 20:33:48.183
pushing USDJPY 2014-06-11 20:33:48.887
pushing USDJPY 2014-06-11 20:33:49.247
pushing USDJPY 2014-06-11 20:33:49.573
pushing USDJPY 2014-06-11 20:33:49.917
pushing USDJPY 2014-06-11 20:33:51.980
pushing USDJPY 2014-06-11 20:33:52.667
pushing USDJPY 2014-06-11 20:33:52.997
pushing USDJPY 2014-06-11 20:33:53.357
pushing USDJPY 2014-06-11 20:33:55.760
pushing USDJPY 2014-06-11 20:33:56.107
pushing USDJPY 2014-06-11 20:33:56.793
pushing USDJPY 2014-06-11 20:33:58.497
pushing USDJPY 2014-06-11 20:33:58.840
pushing USDJPY 2014-06-11 20:33:59.183
pushing USDJPY 2014-06-11 20:33:59.293
pushing USDJPY 2014-06-11 20:34:01.247
pushing USDJPY 2014-06-11 20:34:12.260
pushing USDJPY 2014-06-11 20:34:13.293
pushing USDJPY 2014-06-11 20:34:13.963
pushing USDJPY 2014-06-11 20:34:14.323
pushing USDJPY 2014-06-11 20:34:15.357
pushing USDJPY 2014-06-11 20:34:22.917
pushing USDJPY 2014-06-11 20:34:23.607
pushing USDJPY 2014-06-11 20:34:30.823
pushing USDJPY 2014-06-11 20:34:33.230
pushing USDJPY 2014-06-11 20:34:33.590
pushing USDJPY 2014-06-11 20:34:33.917
pushing USDJPY 2014-06-11 20:34:34.293
pushing USDJPY 2014-06-11 20:34:35.293
pushing USDJPY 2014-06-11 20:34:35.637
pushing USDJPY 2014-06-11 20:34:39.073
pushing USDJPY 2014-06-11 20:34:39.417
pushing USDJPY 2014-06-11 20:34:39.760
pushing USDJPY 2014-06-11 20:34:48.010
pushing USDJPY 2014-06-11 20:34:48.357
pushing USDJPY 2014-06-11 20:34:55.917
pushing USDJPY 2014-06-11 20:34:56.260
pushing USDJPY 2014-06-11 20:34:56.947
pushing USDJPY 2014-06-11 20:34:57.637
pushing USDJPY 2014-06-11 20:34:57.980
pushing USDJPY 2014-06-11 20:35:01.090
pushing USDJPY 2014-06-11 20:35:09.307
pushing USDJPY 2014-06-11 20:35:09.357
pushing USDJPY 2014-06-11 20:35:12.400
pushing USDJPY 2014-06-11 20:35:12.760
pushing USDJPY 2014-06-11 20:35:13.107
pushing USDJPY 2014-06-11 20:35:23.073
pushing USDJPY 2014-06-11 20:35:31.667
pushing USDJPY 2014-06-11 20:35:33.370
pushing USDJPY 2014-06-11 20:35:45.073
pushing USDJPY 2014-06-11 20:35:45.760
pushing USDJPY 2014-06-11 20:35:47.120
pushing USDJPY 2014-06-11 20:35:47.480
pushing USDJPY 2014-06-11 20:35:50.917
pushing USDJPY 2014-06-11 20:35:52.637
pushing USDJPY 2014-06-11 20:35:52.980
pushing USDJPY 2014-06-11 20:35:53.323
pushing USDJPY 2014-06-11 20:35:53.667
pushing USDJPY 2014-06-11 20:35:54.340
pushing USDJPY 2014-06-11 20:35:56.073
pushing USDJPY 2014-06-11 20:35:56.417
pushing USDJPY 2014-06-11 20:36:01.573
pushing USDJPY 2014-06-11 20:36:03.277
pushing USDJPY 2014-06-11 20:36:03.963
pushing USDJPY 2014-06-11 20:36:04.307
pushing USDJPY 2014-06-11 20:36:04.667
pushing USDJPY 2014-06-11 20:36:05.340
pushing USDJPY 2014-06-11 20:36:18.747
pushing USDJPY 2014-06-11 20:36:33.197
pushing USDJPY 2014-06-11 20:36:33.527
pushing USDJPY 2014-06-11 20:36:33.887
pushing USDJPY 2014-06-11 20:36:37.307
pushing USDJPY 2014-06-11 20:36:46.933
pushing USDJPY 2014-06-11 20:36:54.150
pushing USDJPY 2014-06-11 20:37:11.010
pushing USDJPY 2014-06-11 20:37:19.933
pushing USDJPY 2014-06-11 20:37:20.290
pushing USDJPY 2014-06-11 20:37:20.620
pushing USDJPY 2014-06-11 20:37:25.447
pushing USDJPY 2014-06-11 20:37:33.353
pushing USDJPY 2014-06-11 20:37:33.697
pushing USDJPY 2014-06-11 20:37:34.040
pushing USDJPY 2014-06-11 20:37:39.183
pushing USDJPY 2014-06-11 20:37:39.540
pushing USDJPY 2014-06-11 20:37:43.307
pushing USDJPY 2014-06-11 20:37:54.667
pushing USDJPY 2014-06-11 20:38:00.510
pushing USDJPY 2014-06-11 20:38:08.073
pushing USDJPY 2014-06-11 20:38:18.727
pushing USDJPY 2014-06-11 20:38:22.510
pushing USDJPY 2014-06-11 20:38:22.853
pushing USDJPY 2014-06-11 20:38:24.213
pushing USDJPY 2014-06-11 20:38:31.430
pushing USDJPY 2014-06-11 20:38:35.573
pushing USDJPY 2014-06-11 20:38:37.620
pushing USDJPY 2014-06-11 20:38:40.027
pushing USDJPY 2014-06-11 20:38:40.387
pushing USDJPY 2014-06-11 20:38:40.727
pushing USDJPY 2014-06-11 20:38:43.477
pushing USDJPY 2014-06-11 20:38:43.807
pushing USDJPY 2014-06-11 20:38:45.870
pushing USDJPY 2014-06-11 20:38:46.227
pushing USDJPY 2014-06-11 20:38:46.573
pushing USDJPY 2014-06-11 20:38:50.680
pushing USDJPY 2014-06-11 20:38:51.027
pushing USDJPY 2014-06-11 20:39:08.227
pushing USDJPY 2014-06-11 20:39:16.807
pushing USDJPY 2014-06-11 20:39:18.540
pushing USDJPY 2014-06-11 20:39:27.133
pushing USDJPY 2014-06-11 20:39:28.167
pushing USDJPY 2014-06-11 20:39:29.197
pushing USDJPY 2014-06-11 20:39:29.540
pushing USDJPY 2014-06-11 20:39:34.010
pushing USDJPY 2014-06-11 20:39:54.633
pushing USDJPY 2014-06-11 20:40:01.150
pushing USDJPY 2014-06-11 20:40:15.947
pushing USDJPY 2014-06-11 20:40:16.277
pushing USDJPY 2014-06-11 20:40:21.447
pushing USDJPY 2014-06-11 20:40:25.900
pushing USDJPY 2014-06-11 20:40:26.260
pushing USDJPY 2014-06-11 20:40:26.603
pushing USDJPY 2014-06-11 20:40:28.667
pushing USDJPY 2014-06-11 20:40:29.680
pushing USDJPY 2014-06-11 20:40:30.040
pushing USDJPY 2014-06-11 20:40:31.760
pushing USDJPY 2014-06-11 20:40:32.103
pushing USDJPY 2014-06-11 20:40:32.790
pushing USDJPY 2014-06-11 20:40:33.117
pushing USDJPY 2014-06-11 20:40:35.180
pushing USDJPY 2014-06-11 20:40:48.947
pushing USDJPY 2014-06-11 20:40:49.633
pushing USDJPY 2014-06-11 20:40:50.993
pushing USDJPY 2014-06-11 20:40:52.383
pushing USDJPY 2014-06-11 20:40:52.727
pushing USDJPY 2014-06-11 20:40:53.070
pushing USDJPY 2014-06-11 20:40:53.417
pushing USDJPY 2014-06-11 20:40:58.213
pushing USDJPY 2014-06-11 20:40:59.307
pushing USDJPY 2014-06-11 20:41:00.633
pushing USDJPY 2014-06-11 20:41:00.977
pushing USDJPY 2014-06-11 20:41:01.307
pushing USDJPY 2014-06-11 20:41:01.667
pushing USDJPY 2014-06-11 20:41:04.400
pushing USDJPY 2014-06-11 20:41:05.773
pushing USDJPY 2014-06-11 20:41:06.133
pushing USDJPY 2014-06-11 20:41:09.917
pushing USDJPY 2014-06-11 20:41:11.633
pushing USDJPY 2014-06-11 20:41:31.227
pushing USDJPY 2014-06-11 20:41:43.243
pushing USDJPY 2014-06-11 20:41:43.617
pushing USDJPY 2014-06-11 20:41:43.947
pushing USDJPY 2014-06-11 20:41:54.947
pushing USDJPY 2014-06-11 20:41:55.960
pushing USDJPY 2014-06-11 20:42:01.460
pushing USDJPY 2014-06-11 20:42:02.507
pushing USDJPY 2014-06-11 20:42:06.307
pushing USDJPY 2014-06-11 20:42:06.617
pushing USDJPY 2014-06-11 20:42:08.007
pushing USDJPY 2014-06-11 20:42:09.040
pushing USDJPY 2014-06-11 20:42:11.103
pushing USDJPY 2014-06-11 20:42:14.197
pushing USDJPY 2014-06-11 20:42:14.540
pushing USDJPY 2014-06-11 20:42:19.697
pushing USDJPY 2014-06-11 20:42:20.383
pushing USDJPY 2014-06-11 20:42:20.727
pushing USDJPY 2014-06-11 20:42:29.663
pushing USDJPY 2014-06-11 20:42:30.697
pushing USDJPY 2014-06-11 20:42:31.040
pushing USDJPY 2014-06-11 20:42:31.727
pushing USDJPY 2014-06-11 20:42:32.430
pushing USDJPY 2014-06-11 20:42:32.757
pushing USDJPY 2014-06-11 20:42:33.103
pushing USDJPY 2014-06-11 20:42:34.133
pushing USDJPY 2014-06-11 20:42:53.727
pushing USDJPY 2014-06-11 20:42:54.070
pushing USDJPY 2014-06-11 20:42:54.413
pushing USDJPY 2014-06-11 20:42:54.757
pushing USDJPY 2014-06-11 20:43:00.587
pushing USDJPY 2014-06-11 20:43:14.007
pushing USDJPY 2014-06-11 20:43:14.697
pushing USDJPY 2014-06-11 20:43:15.040
pushing USDJPY 2014-06-11 20:43:15.727
pushing USDJPY 2014-06-11 20:43:16.413
pushing USDJPY 2014-06-11 20:43:16.757
pushing USDJPY 2014-06-11 20:43:17.103
pushing USDJPY 2014-06-11 20:43:19.163
pushing USDJPY 2014-06-11 20:43:20.883
pushing USDJPY 2014-06-11 20:43:21.913
pushing USDJPY 2014-06-11 20:43:22.947
pushing USDJPY 2014-06-11 20:43:42.540
pushing USDJPY 2014-06-11 20:43:42.883
pushing USDJPY 2014-06-11 20:44:00.070
pushing USDJPY 2014-06-11 20:44:00.743
pushing USDJPY 2014-06-11 20:44:04.883
pushing USDJPY 2014-06-11 20:44:11.773
pushing USDJPY 2014-06-11 20:44:13.837
pushing USDJPY 2014-06-11 20:44:14.180
pushing USDJPY 2014-06-11 20:44:14.507
pushing USDJPY 2014-06-11 20:44:20.007
pushing USDJPY 2014-06-11 20:45:06.070
pushing USDJPY 2014-06-11 20:45:06.413
pushing USDJPY 2014-06-11 20:45:15.693
pushing USDJPY 2014-06-11 20:45:16.037
pushing USDJPY 2014-06-11 20:45:20.507
pushing USDJPY 2014-06-11 20:45:23.587
pushing USDJPY 2014-06-11 20:45:31.523
pushing USDJPY 2014-06-11 20:45:41.133
pushing USDJPY 2014-06-11 20:45:41.460
pushing USDJPY 2014-06-11 20:45:41.803
pushing USDJPY 2014-06-11 20:45:43.883
pushing USDJPY 2014-06-11 20:45:49.037
pushing USDJPY 2014-06-11 20:45:52.133
pushing USDJPY 2014-06-11 20:45:52.460
pushing USDJPY 2014-06-11 20:45:52.820
pushing USDJPY 2014-06-11 20:45:53.163
pushing USDJPY 2014-06-11 20:45:53.850
pushing USDJPY 2014-06-11 20:45:55.913
pushing USDJPY 2014-06-11 20:45:57.287
pushing USDJPY 2014-06-11 20:45:59.007
pushing USDJPY 2014-06-11 20:46:03.820
pushing USDJPY 2014-06-11 20:46:12.757
pushing USDJPY 2014-06-11 20:46:15.163
pushing USDJPY 2014-06-11 20:46:16.177
pushing USDJPY 2014-06-11 20:46:16.883
pushing USDJPY 2014-06-11 20:46:20.320
pushing USDJPY 2014-06-11 20:46:21.693
pushing USDJPY 2014-06-11 20:46:22.037
pushing USDJPY 2014-06-11 20:46:22.383
pushing USDJPY 2014-06-11 20:46:22.710
pushing USDJPY 2014-06-11 20:46:23.740
pushing USDJPY 2014-06-11 20:46:29.960
pushing USDJPY 2014-06-11 20:46:30.287
pushing USDJPY 2014-06-11 20:46:30.977
pushing USDJPY 2014-06-11 20:46:33.037
pushing USDJPY 2014-06-11 20:46:42.663
pushing USDJPY 2014-06-11 20:46:43.007
pushing USDJPY 2014-06-11 20:46:43.350
pushing USDJPY 2014-06-11 20:46:45.070
pushing USDJPY 2014-06-11 20:46:45.413
pushing USDJPY 2014-06-11 20:46:46.443
pushing USDJPY 2014-06-11 20:46:56.757
pushing USDJPY 2014-06-11 20:46:58.477
pushing USDJPY 2014-06-11 20:47:00.880
pushing USDJPY 2014-06-11 20:47:20.803
pushing USDJPY 2014-06-11 20:47:24.583
pushing USDJPY 2014-06-11 20:47:24.927
pushing USDJPY 2014-06-11 20:47:25.617
pushing USDJPY 2014-06-11 20:47:25.977
pushing USDJPY 2014-06-11 20:47:32.490
pushing USDJPY 2014-06-11 20:47:38.677
pushing USDJPY 2014-06-11 20:47:39.367
pushing USDJPY 2014-06-11 20:47:46.927
pushing USDJPY 2014-06-11 20:47:49.350
pushing USDJPY 2014-06-11 20:47:59.990
