Loading data to memory...
Loading data to memory done!
Loading data to scheduler...
Loading data to scheduler done!
Running scheduler...
pushing USDCAD 2014-06-13 11:00:27.377
pushing USDCAD 2014-06-13 11:00:30.113
pushing USDCAD 2014-06-13 11:00:31.487
pushing USDCAD 2014-06-13 11:00:31.830
pushing USDCAD 2014-06-13 11:00:32.177
pushing USDCAD 2014-06-13 11:00:32.877
pushing USDCAD 2014-06-13 11:00:35.627
pushing USDCAD 2014-06-13 11:00:36.317
pushing USDCAD 2014-06-13 11:00:36.987
pushing USDCAD 2014-06-13 11:00:39.737
pushing USDCAD 2014-06-13 11:00:40.753
pushing USDCAD 2014-06-13 11:00:41.800
pushing USDCAD 2014-06-13 11:00:42.473
pushing USDCAD 2014-06-13 11:00:45.567
pushing USDCAD 2014-06-13 11:00:47.330
pushing USDCAD 2014-06-13 11:00:47.660
pushing USDCAD 2014-06-13 11:00:49.020
pushing USDCAD 2014-06-13 11:00:49.363
pushing USDCAD 2014-06-13 11:00:50.377
pushing USDCAD 2014-06-13 11:00:51.410
pushing USDCAD 2014-06-13 11:00:51.753
pushing USDCAD 2014-06-13 11:00:52.097
pushing USDCAD 2014-06-13 11:00:53.830
pushing USDCAD 2014-06-13 11:00:55.877
pushing USDCAD 2014-06-13 11:00:56.223
pushing USDCAD 2014-06-13 11:00:57.267
pushing USDCAD 2014-06-13 11:00:57.957
pushing USDCAD 2014-06-13 11:00:58.317
pushing USDCAD 2014-06-13 11:01:05.503
pushing USDCAD 2014-06-13 11:01:10.317
pushing USDCAD 2014-06-13 11:01:12.033
pushing USDCAD 2014-06-13 11:01:14.783
pushing USDCAD 2014-06-13 11:01:16.847
pushing USDCAD 2014-06-13 11:01:17.207
pushing USDCAD 2014-06-13 11:01:21.660
pushing USDCAD 2014-06-13 11:01:23.033
pushing USDCAD 2014-06-13 11:01:41.613
pushing USDCAD 2014-06-13 11:01:42.970
pushing USDCAD 2014-06-13 11:01:43.330
pushing USDCAD 2014-06-13 11:01:43.673
pushing USDCAD 2014-06-13 11:01:45.050
pushing USDCAD 2014-06-13 11:01:45.393
pushing USDCAD 2014-06-13 11:01:46.080
pushing USDCAD 2014-06-13 11:01:47.457
pushing USDCAD 2014-06-13 11:01:48.817
pushing USDCAD 2014-06-13 11:01:49.863
pushing USDCAD 2014-06-13 11:01:51.910
pushing USDCAD 2014-06-13 11:01:52.627
pushing USDCAD 2014-06-13 11:01:53.283
pushing USDCAD 2014-06-13 11:02:00.160
pushing USDCAD 2014-06-13 11:02:11.503
pushing USDCAD 2014-06-13 11:02:13.580
pushing USDCAD 2014-06-13 11:02:16.347
pushing USDCAD 2014-06-13 11:02:18.393
pushing USDCAD 2014-06-13 11:02:19.410
pushing USDCAD 2014-06-13 11:02:19.753
pushing USDCAD 2014-06-13 11:02:20.113
pushing USDCAD 2014-06-13 11:02:21.160
pushing USDCAD 2014-06-13 11:02:24.580
pushing USDCAD 2014-06-13 11:02:26.300
pushing USDCAD 2014-06-13 11:02:32.817
pushing USDCAD 2014-06-13 11:02:33.173
pushing USDCAD 2014-06-13 11:02:34.567
pushing USDCAD 2014-06-13 11:02:35.580
pushing USDCAD 2014-06-13 11:02:37.657
pushing USDCAD 2014-06-13 11:02:38.347
pushing USDCAD 2014-06-13 11:02:43.830
pushing USDCAD 2014-06-13 11:02:44.173
pushing USDCAD 2014-06-13 11:02:44.503
pushing USDCAD 2014-06-13 11:02:45.220
pushing USDCAD 2014-06-13 11:02:45.567
pushing USDCAD 2014-06-13 11:02:46.923
pushing USDCAD 2014-06-13 11:02:48.657
pushing USDCAD 2014-06-13 11:02:52.080
pushing USDCAD 2014-06-13 11:02:52.767
pushing USDCAD 2014-06-13 11:02:53.110
pushing USDCAD 2014-06-13 11:02:53.783
pushing USDCAD 2014-06-13 11:02:55.173
pushing USDCAD 2014-06-13 11:02:59.970
pushing USDCAD 2014-06-13 11:03:00.317
pushing USDCAD 2014-06-13 11:03:02.720
pushing USDCAD 2014-06-13 11:03:04.800
pushing USDCAD 2014-06-13 11:03:07.190
pushing USDCAD 2014-06-13 11:03:07.533
pushing USDCAD 2014-06-13 11:03:07.877
pushing USDCAD 2014-06-13 11:03:09.253
pushing USDCAD 2014-06-13 11:03:16.813
pushing USDCAD 2014-06-13 11:03:22.657
pushing USDCAD 2014-06-13 11:03:27.143
pushing USDCAD 2014-06-13 11:03:28.847
pushing USDCAD 2014-06-13 11:03:29.220
pushing USDCAD 2014-06-13 11:03:29.550
pushing USDCAD 2014-06-13 11:03:30.563
pushing USDCAD 2014-06-13 11:03:35.033
pushing USDCAD 2014-06-13 11:03:38.127
pushing USDCAD 2014-06-13 11:03:42.957
pushing USDCAD 2014-06-13 11:03:43.300
pushing USDCAD 2014-06-13 11:03:43.627
pushing USDCAD 2014-06-13 11:03:46.050
pushing USDCAD 2014-06-13 11:03:48.110
pushing USDCAD 2014-06-13 11:03:48.783
pushing USDCAD 2014-06-13 11:03:50.860
pushing USDCAD 2014-06-13 11:03:51.207
pushing USDCAD 2014-06-13 11:03:53.253
pushing USDCAD 2014-06-13 11:03:53.643
pushing USDCAD 2014-06-13 11:03:53.957
pushing USDCAD 2014-06-13 11:03:54.283
pushing USDCAD 2014-06-13 11:03:54.627
pushing USDCAD 2014-06-13 11:03:54.987
pushing USDCAD 2014-06-13 11:03:56.690
pushing USDCAD 2014-06-13 11:03:57.050
pushing USDCAD 2014-06-13 11:03:58.097
pushing USDCAD 2014-06-13 11:03:58.753
pushing USDCAD 2014-06-13 11:04:04.610
pushing USDCAD 2014-06-13 11:04:04.970
pushing USDCAD 2014-06-13 11:04:13.207
pushing USDCAD 2014-06-13 11:04:13.547
pushing USDCAD 2014-06-13 11:04:14.907
pushing USDCAD 2014-06-13 11:04:16.627
pushing USDCAD 2014-06-13 11:04:16.970
pushing USDCAD 2014-06-13 11:04:17.657
pushing USDCAD 2014-06-13 11:04:20.767
pushing USDCAD 2014-06-13 11:04:21.097
pushing USDCAD 2014-06-13 11:04:21.440
pushing USDCAD 2014-06-13 11:04:22.470
pushing USDCAD 2014-06-13 11:04:22.830
pushing USDCAD 2014-06-13 11:04:23.173
pushing USDCAD 2014-06-13 11:04:25.220
pushing USDCAD 2014-06-13 11:04:25.563
pushing USDCAD 2014-06-13 11:04:27.297
pushing USDCAD 2014-06-13 11:04:29.360
pushing USDCAD 2014-06-13 11:04:32.783
pushing USDCAD 2014-06-13 11:04:33.750
pushing USDCAD 2014-06-13 11:04:36.220
pushing USDCAD 2014-06-13 11:04:37.597
pushing USDCAD 2014-06-13 11:04:39.657
pushing USDCAD 2014-06-13 11:04:42.063
pushing USDCAD 2014-06-13 11:04:45.157
pushing USDCAD 2014-06-13 11:04:45.860
pushing USDCAD 2014-06-13 11:04:46.877
pushing USDCAD 2014-06-13 11:04:54.110
pushing USDCAD 2014-06-13 11:04:55.143
pushing USDCAD 2014-06-13 11:04:59.953
pushing USDCAD 2014-06-13 11:05:00.313
pushing USDCAD 2014-06-13 11:05:00.657
pushing USDCAD 2014-06-13 11:05:06.830
pushing USDCAD 2014-06-13 11:05:07.190
pushing USDCAD 2014-06-13 11:05:07.533
pushing USDCAD 2014-06-13 11:05:07.847
pushing USDCAD 2014-06-13 11:05:17.143
pushing USDCAD 2014-06-13 11:05:21.953
pushing USDCAD 2014-06-13 11:05:22.627
pushing USDCAD 2014-06-13 11:05:23.347
pushing USDCAD 2014-06-13 11:05:23.673
pushing USDCAD 2014-06-13 11:05:24.017
pushing USDCAD 2014-06-13 11:05:26.097
pushing USDCAD 2014-06-13 11:05:34.000
pushing USDCAD 2014-06-13 11:05:34.330
pushing USDCAD 2014-06-13 11:05:40.533
pushing USDCAD 2014-06-13 11:05:40.860
pushing USDCAD 2014-06-13 11:05:41.203
pushing USDCAD 2014-06-13 11:05:41.547
pushing USDCAD 2014-06-13 11:05:46.703
pushing USDCAD 2014-06-13 11:05:48.097
pushing USDCAD 2014-06-13 11:05:51.173
pushing USDCAD 2014-06-13 11:05:55.627
pushing USDCAD 2014-06-13 11:06:00.797
pushing USDCAD 2014-06-13 11:06:01.830
pushing USDCAD 2014-06-13 11:06:02.847
pushing USDCAD 2014-06-13 11:06:03.533
pushing USDCAD 2014-06-13 11:06:08.390
pushing USDCAD 2014-06-13 11:06:11.097
pushing USDCAD 2014-06-13 11:06:11.437
pushing USDCAD 2014-06-13 11:06:20.033
pushing USDCAD 2014-06-13 11:06:20.407
pushing USDCAD 2014-06-13 11:06:21.080
pushing USDCAD 2014-06-13 11:06:28.297
pushing USDCAD 2014-06-13 11:06:33.110
pushing USDCAD 2014-06-13 11:06:33.453
pushing USDCAD 2014-06-13 11:06:33.797
pushing USDCAD 2014-06-13 11:06:34.140
pushing USDCAD 2014-06-13 11:06:34.470
pushing USDCAD 2014-06-13 11:06:34.830
pushing USDCAD 2014-06-13 11:06:37.923
pushing USDCAD 2014-06-13 11:06:38.267
pushing USDCAD 2014-06-13 11:06:38.593
pushing USDCAD 2014-06-13 11:06:42.033
pushing USDCAD 2014-06-13 11:06:50.283
pushing USDCAD 2014-06-13 11:06:50.657
pushing USDCAD 2014-06-13 11:06:51.000
pushing USDCAD 2014-06-13 11:06:51.313
pushing USDCAD 2014-06-13 11:06:51.687
pushing USDCAD 2014-06-13 11:06:52.000
pushing USDCAD 2014-06-13 11:06:54.080
pushing USDCAD 2014-06-13 11:06:54.423
pushing USDCAD 2014-06-13 11:06:55.437
pushing USDCAD 2014-06-13 11:06:55.783
pushing USDCAD 2014-06-13 11:06:57.860
pushing USDCAD 2014-06-13 11:06:58.203
pushing USDCAD 2014-06-13 11:06:58.547
pushing USDCAD 2014-06-13 11:07:00.593
pushing USDCAD 2014-06-13 11:07:00.953
pushing USDCAD 2014-06-13 11:07:02.330
pushing USDCAD 2014-06-13 11:07:03.360
pushing USDCAD 2014-06-13 11:07:05.423
pushing USDCAD 2014-06-13 11:07:12.283
pushing USDCAD 2014-06-13 11:07:12.640
pushing USDCAD 2014-06-13 11:07:12.970
pushing USDCAD 2014-06-13 11:07:13.343
pushing USDCAD 2014-06-13 11:07:20.187
pushing USDCAD 2014-06-13 11:07:20.547
pushing USDCAD 2014-06-13 11:07:21.220
pushing USDCAD 2014-06-13 11:07:21.580
pushing USDCAD 2014-06-13 11:07:21.923
pushing USDCAD 2014-06-13 11:07:22.267
pushing USDCAD 2014-06-13 11:07:23.627
pushing USDCAD 2014-06-13 11:07:35.657
pushing USDCAD 2014-06-13 11:07:43.220
pushing USDCAD 2014-06-13 11:07:45.627
pushing USDCAD 2014-06-13 11:07:45.970
pushing USDCAD 2014-06-13 11:07:53.187
pushing USDCAD 2014-06-13 11:08:04.187
pushing USDCAD 2014-06-13 11:08:06.593
pushing USDCAD 2014-06-13 11:08:26.890
pushing USDCAD 2014-06-13 11:08:36.530
pushing USDCAD 2014-06-13 11:08:37.530
pushing USDCAD 2014-06-13 11:08:40.657
pushing USDCAD 2014-06-13 11:08:40.983
pushing USDCAD 2014-06-13 11:08:44.063
pushing USDCAD 2014-06-13 11:08:44.407
pushing USDCAD 2014-06-13 11:08:45.110
pushing USDCAD 2014-06-13 11:08:45.437
pushing USDCAD 2014-06-13 11:08:47.843
pushing USDCAD 2014-06-13 11:08:48.187
pushing USDCAD 2014-06-13 11:08:48.877
pushing USDCAD 2014-06-13 11:08:49.220
pushing USDCAD 2014-06-13 11:08:52.657
pushing USDCAD 2014-06-13 11:09:02.970
pushing USDCAD 2014-06-13 11:09:03.313
pushing USDCAD 2014-06-13 11:09:03.687
pushing USDCAD 2014-06-13 11:09:21.890
pushing USDCAD 2014-06-13 11:09:22.217
pushing USDCAD 2014-06-13 11:09:27.030
pushing USDCAD 2014-06-13 11:09:34.593
pushing USDCAD 2014-06-13 11:09:35.627
pushing USDCAD 2014-06-13 11:09:39.063
pushing USDCAD 2014-06-13 11:09:39.420
pushing USDCAD 2014-06-13 11:09:39.767
pushing USDCAD 2014-06-13 11:09:40.110
pushing USDCAD 2014-06-13 11:09:42.170
pushing USDCAD 2014-06-13 11:09:42.517
pushing USDCAD 2014-06-13 11:09:55.920
pushing USDCAD 2014-06-13 11:10:00.390
pushing USDCAD 2014-06-13 11:10:00.717
pushing USDCAD 2014-06-13 11:10:01.407
pushing USDCAD 2014-06-13 11:10:01.750
pushing USDCAD 2014-06-13 11:10:04.170
pushing USDCAD 2014-06-13 11:10:22.373
pushing USDCAD 2014-06-13 11:10:29.937
pushing USDCAD 2014-06-13 11:10:32.687
pushing USDCAD 2014-06-13 11:10:33.030
pushing USDCAD 2014-06-13 11:10:34.750
pushing USDCAD 2014-06-13 11:10:38.530
pushing USDCAD 2014-06-13 11:10:38.873
pushing USDCAD 2014-06-13 11:10:39.217
pushing USDCAD 2014-06-13 11:10:44.077
pushing USDCAD 2014-06-13 11:10:44.390
pushing USDCAD 2014-06-13 11:10:44.750
pushing USDCAD 2014-06-13 11:10:45.093
pushing USDCAD 2014-06-13 11:10:46.797
pushing USDCAD 2014-06-13 11:10:49.547
pushing USDCAD 2014-06-13 11:10:49.873
pushing USDCAD 2014-06-13 11:10:50.593
pushing USDCAD 2014-06-13 11:10:50.920
pushing USDCAD 2014-06-13 11:10:51.267
pushing USDCAD 2014-06-13 11:10:51.967
pushing USDCAD 2014-06-13 11:10:52.313
pushing USDCAD 2014-06-13 11:10:52.657
pushing USDCAD 2014-06-13 11:10:52.983
pushing USDCAD 2014-06-13 11:10:53.327
pushing USDCAD 2014-06-13 11:10:54.030
pushing USDCAD 2014-06-13 11:10:54.343
pushing USDCAD 2014-06-13 11:10:54.717
pushing USDCAD 2014-06-13 11:10:55.047
pushing USDCAD 2014-06-13 11:10:55.407
pushing USDCAD 2014-06-13 11:10:55.733
pushing USDCAD 2014-06-13 11:10:56.077
pushing USDCAD 2014-06-13 11:10:58.733
pushing USDCAD 2014-06-13 11:10:58.827
pushing USDCAD 2014-06-13 11:11:03.967
pushing USDCAD 2014-06-13 11:11:07.437
pushing USDCAD 2014-06-13 11:11:09.827
pushing USDCAD 2014-06-13 11:11:12.937
pushing USDCAD 2014-06-13 11:11:13.297
pushing USDCAD 2014-06-13 11:11:13.607
pushing USDCAD 2014-06-13 11:11:14.640
pushing USDCAD 2014-06-13 11:11:16.017
pushing USDCAD 2014-06-13 11:11:18.077
pushing USDCAD 2014-06-13 11:11:18.437
pushing USDCAD 2014-06-13 11:11:19.797
pushing USDCAD 2014-06-13 11:11:20.140
pushing USDCAD 2014-06-13 11:11:20.483
pushing USDCAD 2014-06-13 11:11:20.827
pushing USDCAD 2014-06-13 11:11:22.547
pushing USDCAD 2014-06-13 11:11:22.873
pushing USDCAD 2014-06-13 11:11:29.060
pushing USDCAD 2014-06-13 11:11:45.577
pushing USDCAD 2014-06-13 11:11:48.343
pushing USDCAD 2014-06-13 11:11:48.687
pushing USDCAD 2014-06-13 11:11:49.013
pushing USDCAD 2014-06-13 11:11:50.060
pushing USDCAD 2014-06-13 11:11:50.750
pushing USDCAD 2014-06-13 11:11:51.093
pushing USDCAD 2014-06-13 11:11:51.437
pushing USDCAD 2014-06-13 11:11:51.750
pushing USDCAD 2014-06-13 11:11:54.187
pushing USDCAD 2014-06-13 11:11:56.577
pushing USDCAD 2014-06-13 11:11:56.920
pushing USDCAD 2014-06-13 11:11:57.297
pushing USDCAD 2014-06-13 11:11:57.623
pushing USDCAD 2014-06-13 11:11:57.953
pushing USDCAD 2014-06-13 11:11:59.327
pushing USDCAD 2014-06-13 11:12:01.060
pushing USDCAD 2014-06-13 11:12:26.810
pushing USDCAD 2014-06-13 11:12:27.187
pushing USDCAD 2014-06-13 11:12:27.857
pushing USDCAD 2014-06-13 11:12:34.047
pushing USDCAD 2014-06-13 11:12:38.530
pushing USDCAD 2014-06-13 11:12:38.873
pushing USDCAD 2014-06-13 11:12:39.890
pushing USDCAD 2014-06-13 11:12:40.247
pushing USDCAD 2014-06-13 11:12:46.420
pushing USDCAD 2014-06-13 11:12:46.763
pushing USDCAD 2014-06-13 11:12:47.810
pushing USDCAD 2014-06-13 11:12:48.140
pushing USDCAD 2014-06-13 11:12:49.530
pushing USDCAD 2014-06-13 11:13:00.857
pushing USDCAD 2014-06-13 11:13:02.593
pushing USDCAD 2014-06-13 11:13:03.607
pushing USDCAD 2014-06-13 11:13:05.327
pushing USDCAD 2014-06-13 11:13:05.670
pushing USDCAD 2014-06-13 11:13:07.390
pushing USDCAD 2014-06-13 11:13:10.843
pushing USDCAD 2014-06-13 11:13:11.170
pushing USDCAD 2014-06-13 11:13:11.513
pushing USDCAD 2014-06-13 11:13:11.857
pushing USDCAD 2014-06-13 11:13:12.200
pushing USDCAD 2014-06-13 11:13:12.547
pushing USDCAD 2014-06-13 11:13:12.890
pushing USDCAD 2014-06-13 11:13:15.640
pushing USDCAD 2014-06-13 11:13:21.483
pushing USDCAD 2014-06-13 11:13:27.670
pushing USDCAD 2014-06-13 11:13:27.997
pushing USDCAD 2014-06-13 11:13:30.420
pushing USDCAD 2014-06-13 11:13:31.467
pushing USDCAD 2014-06-13 11:13:32.140
pushing USDCAD 2014-06-13 11:13:33.170
pushing USDCAD 2014-06-13 11:13:34.873
pushing USDCAD 2014-06-13 11:13:35.903
pushing USDCAD 2014-06-13 11:13:43.123
pushing USDCAD 2014-06-13 11:13:45.530
pushing USDCAD 2014-06-13 11:14:04.450
pushing USDCAD 2014-06-13 11:14:14.060
pushing USDCAD 2014-06-13 11:14:21.983
pushing USDCAD 2014-06-13 11:14:30.937
pushing USDCAD 2014-06-13 11:14:31.280
pushing USDCAD 2014-06-13 11:14:31.590
pushing USDCAD 2014-06-13 11:14:35.373
pushing USDCAD 2014-06-13 11:14:39.840
pushing USDCAD 2014-06-13 11:14:40.187
pushing USDCAD 2014-06-13 11:14:41.217
pushing USDCAD 2014-06-13 11:14:41.560
pushing USDCAD 2014-06-13 11:14:53.950
pushing USDCAD 2014-06-13 11:14:54.293
pushing USDCAD 2014-06-13 11:14:54.997
pushing USDCAD 2014-06-13 11:15:09.437
pushing USDCAD 2014-06-13 11:15:09.780
pushing USDCAD 2014-06-13 11:15:10.107
pushing USDCAD 2014-06-13 11:15:10.437
pushing USDCAD 2014-06-13 11:15:16.280
pushing USDCAD 2014-06-13 11:15:26.263
pushing USDCAD 2014-06-13 11:15:33.827
pushing USDCAD 2014-06-13 11:15:39.327
pushing USDCAD 2014-06-13 11:15:44.840
pushing USDCAD 2014-06-13 11:15:51.027
pushing USDCAD 2014-06-13 11:15:51.357
pushing USDCAD 2014-06-13 11:15:53.747
pushing USDCAD 2014-06-13 11:15:55.480
pushing USDCAD 2014-06-13 11:15:58.230
pushing USDCAD 2014-06-13 11:16:17.137
pushing USDCAD 2014-06-13 11:16:19.543
pushing USDCAD 2014-06-13 11:16:19.903
pushing USDCAD 2014-06-13 11:16:20.230
pushing USDCAD 2014-06-13 11:16:20.560
pushing USDCAD 2014-06-13 11:16:20.920
pushing USDCAD 2014-06-13 11:16:24.700
pushing USDCAD 2014-06-13 11:16:25.043
pushing USDCAD 2014-06-13 11:16:26.090
pushing USDCAD 2014-06-13 11:16:26.420
pushing USDCAD 2014-06-13 11:16:27.107
pushing USDCAD 2014-06-13 11:16:28.810
pushing USDCAD 2014-06-13 11:16:30.200
pushing USDCAD 2014-06-13 11:16:50.857
pushing USDCAD 2014-06-13 11:16:51.497
pushing USDCAD 2014-06-13 11:16:51.840
pushing USDCAD 2014-06-13 11:16:52.200
pushing USDCAD 2014-06-13 11:17:05.590
pushing USDCAD 2014-06-13 11:17:16.590
pushing USDCAD 2014-06-13 11:17:28.623
pushing USDCAD 2014-06-13 11:17:35.857
pushing USDCAD 2014-06-13 11:17:43.433
pushing USDCAD 2014-06-13 11:17:43.763
pushing USDCAD 2014-06-13 11:17:44.793
pushing USDCAD 2014-06-13 11:17:46.527
pushing USDCAD 2014-06-13 11:17:47.887
pushing USDCAD 2014-06-13 11:17:48.933
pushing USDCAD 2014-06-13 11:17:49.950
pushing USDCAD 2014-06-13 11:17:50.310
pushing USDCAD 2014-06-13 11:17:50.980
pushing USDCAD 2014-06-13 11:17:57.513
pushing USDCAD 2014-06-13 11:18:06.120
pushing USDCAD 2014-06-13 11:18:06.450
pushing USDCAD 2014-06-13 11:18:08.153
pushing USDCAD 2014-06-13 11:18:15.387
pushing USDCAD 2014-06-13 11:18:24.323
pushing USDCAD 2014-06-13 11:18:25.370
pushing USDCAD 2014-06-13 11:18:25.700
pushing USDCAD 2014-06-13 11:18:26.387
pushing USDCAD 2014-06-13 11:18:30.513
pushing USDCAD 2014-06-13 11:18:31.887
pushing USDCAD 2014-06-13 11:18:32.230
pushing USDCAD 2014-06-13 11:18:36.340
pushing USDCAD 2014-06-13 11:18:54.917
pushing USDCAD 2014-06-13 11:18:58.013
pushing USDCAD 2014-06-13 11:19:00.090
pushing USDCAD 2014-06-13 11:19:00.763
pushing USDCAD 2014-06-13 11:19:10.387
pushing USDCAD 2014-06-13 11:19:20.717
pushing USDCAD 2014-06-13 11:19:21.730
pushing USDCAD 2014-06-13 11:19:30.997
pushing USDCAD 2014-06-13 11:19:33.760
pushing USDCAD 2014-06-13 11:19:55.073
pushing USDCAD 2014-06-13 11:19:55.417
pushing USDCAD 2014-06-13 11:19:55.777
pushing USDCAD 2014-06-13 11:19:56.120
pushing USDCAD 2014-06-13 11:19:57.137
pushing USDCAD 2014-06-13 11:19:58.857
pushing USDCAD 2014-06-13 11:20:00.230
pushing USDCAD 2014-06-13 11:20:00.573
pushing USDCAD 2014-06-13 11:20:00.917
pushing USDCAD 2014-06-13 11:20:01.607
pushing USDCAD 2014-06-13 11:20:03.997
pushing USDCAD 2014-06-13 11:20:04.357
pushing USDCAD 2014-06-13 11:20:05.730
pushing USDCAD 2014-06-13 11:20:06.073
pushing USDCAD 2014-06-13 11:20:07.777
pushing USDCAD 2014-06-13 11:20:08.807
pushing USDCAD 2014-06-13 11:20:09.857
pushing USDCAD 2014-06-13 11:20:10.200
pushing USDCAD 2014-06-13 11:20:32.573
pushing USDCAD 2014-06-13 11:20:32.903
pushing USDCAD 2014-06-13 11:20:33.573
pushing USDCAD 2014-06-13 11:20:34.607
pushing USDCAD 2014-06-13 11:20:34.963
pushing USDCAD 2014-06-13 11:20:37.357
pushing USDCAD 2014-06-13 11:20:40.447
pushing USDCAD 2014-06-13 11:20:40.793
pushing USDCAD 2014-06-13 11:20:41.137
pushing USDCAD 2014-06-13 11:20:42.527
pushing USDCAD 2014-06-13 11:20:46.293
pushing USDCAD 2014-06-13 11:20:55.900
pushing USDCAD 2014-06-13 11:21:00.387
pushing USDCAD 2014-06-13 11:21:03.480
pushing USDCAD 2014-06-13 11:21:03.823
pushing USDCAD 2014-06-13 11:21:05.543
pushing USDCAD 2014-06-13 11:21:06.573
pushing USDCAD 2014-06-13 11:21:06.917
pushing USDCAD 2014-06-13 11:21:19.277
pushing USDCAD 2014-06-13 11:21:24.793
pushing USDCAD 2014-06-13 11:21:27.197
pushing USDCAD 2014-06-13 11:21:27.870
pushing USDCAD 2014-06-13 11:21:28.213
pushing USDCAD 2014-06-13 11:21:29.603
pushing USDCAD 2014-06-13 11:21:29.947
pushing USDCAD 2014-06-13 11:21:30.620
pushing USDCAD 2014-06-13 11:21:32.340
pushing USDCAD 2014-06-13 11:21:32.683
pushing USDCAD 2014-06-13 11:21:36.807
pushing USDCAD 2014-06-13 11:21:57.090
pushing USDCAD 2014-06-13 11:22:06.713
pushing USDCAD 2014-06-13 11:22:07.417
pushing USDCAD 2014-06-13 11:22:09.120
pushing USDCAD 2014-06-13 11:22:52.790
pushing USDCAD 2014-06-13 11:22:55.870
pushing USDCAD 2014-06-13 11:22:56.243
pushing USDCAD 2014-06-13 11:22:58.290
pushing USDCAD 2014-06-13 11:22:58.637
pushing USDCAD 2014-06-13 11:22:59.993
pushing USDCAD 2014-06-13 11:23:00.337
pushing USDCAD 2014-06-13 11:23:00.697
pushing USDCAD 2014-06-13 11:23:01.387
pushing USDCAD 2014-06-13 11:23:08.243
pushing USDCAD 2014-06-13 11:23:11.683
pushing USDCAD 2014-06-13 11:23:12.040
pushing USDCAD 2014-06-13 11:23:12.387
pushing USDCAD 2014-06-13 11:23:29.573
pushing USDCAD 2014-06-13 11:23:29.917
pushing USDCAD 2014-06-13 11:23:30.277
pushing USDCAD 2014-06-13 11:23:31.980
pushing USDCAD 2014-06-13 11:23:32.307
pushing USDCAD 2014-06-13 11:23:34.040
pushing USDCAD 2014-06-13 11:24:12.900
pushing USDCAD 2014-06-13 11:24:18.027
pushing USDCAD 2014-06-13 11:24:19.057
pushing USDCAD 2014-06-13 11:24:21.463
pushing USDCAD 2014-06-13 11:24:21.807
pushing USDCAD 2014-06-13 11:24:22.167
pushing USDCAD 2014-06-13 11:24:22.510
pushing USDCAD 2014-06-13 11:24:24.587
pushing USDCAD 2014-06-13 11:24:25.947
pushing USDCAD 2014-06-13 11:24:27.323
pushing USDCAD 2014-06-13 11:24:29.727
pushing USDCAD 2014-06-13 11:24:30.447
pushing USDCAD 2014-06-13 11:24:30.777
pushing USDCAD 2014-06-13 11:24:31.120
pushing USDCAD 2014-06-13 11:24:31.447
pushing USDCAD 2014-06-13 11:24:32.133
pushing USDCAD 2014-06-13 11:24:32.463
pushing USDCAD 2014-06-13 11:24:34.870
pushing USDCAD 2014-06-13 11:24:35.213
pushing USDCAD 2014-06-13 11:24:36.947
pushing USDCAD 2014-06-13 11:24:37.633
pushing USDCAD 2014-06-13 11:24:39.680
pushing USDCAD 2014-06-13 11:24:40.040
pushing USDCAD 2014-06-13 11:24:41.073
pushing USDCAD 2014-06-13 11:24:45.587
pushing USDCAD 2014-06-13 11:24:45.900
pushing USDCAD 2014-06-13 11:24:46.243
pushing USDCAD 2014-06-13 11:24:46.917
pushing USDCAD 2014-06-13 11:24:47.243
pushing USDCAD 2014-06-13 11:24:47.603
pushing USDCAD 2014-06-13 11:24:48.977
pushing USDCAD 2014-06-13 11:24:49.307
pushing USDCAD 2014-06-13 11:24:51.040
pushing USDCAD 2014-06-13 11:24:51.383
pushing USDCAD 2014-06-13 11:24:52.760
pushing USDCAD 2014-06-13 11:24:57.213
pushing USDCAD 2014-06-13 11:25:11.993
pushing USDCAD 2014-06-13 11:25:12.337
pushing USDCAD 2014-06-13 11:25:14.057
pushing USDCAD 2014-06-13 11:25:34.010
pushing USDCAD 2014-06-13 11:25:34.353
pushing USDCAD 2014-06-13 11:25:34.697
pushing USDCAD 2014-06-13 11:25:36.417
pushing USDCAD 2014-06-13 11:25:36.743
pushing USDCAD 2014-06-13 11:25:37.790
pushing USDCAD 2014-06-13 11:25:39.853
pushing USDCAD 2014-06-13 11:25:42.260
pushing USDCAD 2014-06-13 11:25:43.307
pushing USDCAD 2014-06-13 11:25:43.633
pushing USDCAD 2014-06-13 11:25:43.963
pushing USDCAD 2014-06-13 11:25:44.320
pushing USDCAD 2014-06-13 11:25:45.680
pushing USDCAD 2014-06-13 11:25:46.040
pushing USDCAD 2014-06-13 11:25:49.477
pushing USDCAD 2014-06-13 11:25:49.807
pushing USDCAD 2014-06-13 11:25:50.853
pushing USDCAD 2014-06-13 11:25:52.227
pushing USDCAD 2014-06-13 11:25:52.570
pushing USDCAD 2014-06-13 11:25:56.353
pushing USDCAD 2014-06-13 11:26:00.820
pushing USDCAD 2014-06-13 11:26:03.570
pushing USDCAD 2014-06-13 11:26:03.917
pushing USDCAD 2014-06-13 11:26:04.260
pushing USDCAD 2014-06-13 11:26:04.947
pushing USDCAD 2014-06-13 11:26:05.290
pushing USDCAD 2014-06-13 11:26:07.353
pushing USDCAD 2014-06-13 11:26:07.697
pushing USDCAD 2014-06-13 11:26:08.040
pushing USDCAD 2014-06-13 11:26:08.383
pushing USDCAD 2014-06-13 11:26:14.570
